consumable_id,display_name,category,subcategory,item_group,specificity,parent_id,selectable,aliases,default_unit,allowed_units,requires_dosage_confirmation,search_keywords,sort_order,active,implementation_note
medications_antibiotics_meropenem,Meropenem,Medications,Antibiotics,Other antibiotics,specific,medications_antibiotics_antibiotic,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Meropenem Medications Antibiotics Other antibiotics,1720,TRUE,
medications_antibiotics_imipenem_cilastatin,Imipenem-cilastatin,Medications,Antibiotics,Other antibiotics,specific,medications_antibiotics_antibiotic,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Imipenem-cilastatin Medications Antibiotics Other antibiotics,1721,TRUE,
medications_antibiotics_ertapenem,Ertapenem,Medications,Antibiotics,Other antibiotics,specific,medications_antibiotics_antibiotic,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Ertapenem Medications Antibiotics Other antibiotics,1722,TRUE,
medications_antibiotics_colistin,Colistin,Medications,Antibiotics,Other antibiotics,specific,medications_antibiotics_antibiotic,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Colistin Medications Antibiotics Other antibiotics,1723,TRUE,
medications_antibiotics_chloramphenicol,Chloramphenicol,Medications,Antibiotics,Other antibiotics,specific,medications_antibiotics_antibiotic,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Chloramphenicol Medications Antibiotics Other antibiotics,1724,TRUE,
medications_antiviral_medicines_antiviral_medicine,Antiviral medicine,Medications,Antiviral medicines,General,general,,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Antiviral medicine Medications Antiviral medicines General,1725,TRUE,General option remains selectable when the user does not want to choose a specific item.
medications_antiviral_medicines_acyclovir,Acyclovir,Medications,Antiviral medicines,Herpes and influenza antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Acyclovir Medications Antiviral medicines Herpes and influenza antivirals,1726,TRUE,
medications_antiviral_medicines_valacyclovir,Valacyclovir,Medications,Antiviral medicines,Herpes and influenza antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Valacyclovir Medications Antiviral medicines Herpes and influenza antivirals,1727,TRUE,
medications_antiviral_medicines_famciclovir,Famciclovir,Medications,Antiviral medicines,Herpes and influenza antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Famciclovir Medications Antiviral medicines Herpes and influenza antivirals,1728,TRUE,
medications_antiviral_medicines_oseltamivir,Oseltamivir,Medications,Antiviral medicines,Herpes and influenza antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Oseltamivir Medications Antiviral medicines Herpes and influenza antivirals,1729,TRUE,
medications_antiviral_medicines_zanamivir,Zanamivir,Medications,Antiviral medicines,Herpes and influenza antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Zanamivir Medications Antiviral medicines Herpes and influenza antivirals,1730,TRUE,
medications_antiviral_medicines_baloxavir,Baloxavir,Medications,Antiviral medicines,Herpes and influenza antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Baloxavir Medications Antiviral medicines Herpes and influenza antivirals,1731,TRUE,
medications_antiviral_medicines_tenofovir,Tenofovir,Medications,Antiviral medicines,Hepatitis and other antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Tenofovir Medications Antiviral medicines Hepatitis and other antivirals,1732,TRUE,
medications_antiviral_medicines_entecavir,Entecavir,Medications,Antiviral medicines,Hepatitis and other antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Entecavir Medications Antiviral medicines Hepatitis and other antivirals,1733,TRUE,
medications_antiviral_medicines_sofosbuvir,Sofosbuvir,Medications,Antiviral medicines,Hepatitis and other antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Sofosbuvir Medications Antiviral medicines Hepatitis and other antivirals,1734,TRUE,
medications_antiviral_medicines_ledipasvir_sofosbuvir,Ledipasvir-sofosbuvir,Medications,Antiviral medicines,Hepatitis and other antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Ledipasvir-sofosbuvir Medications Antiviral medicines Hepatitis and other antivirals,1735,TRUE,
medications_antiviral_medicines_ribavirin,Ribavirin,Medications,Antiviral medicines,Hepatitis and other antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Ribavirin Medications Antiviral medicines Hepatitis and other antivirals,1736,TRUE,
medications_antiviral_medicines_remdesivir,Remdesivir,Medications,Antiviral medicines,Hepatitis and other antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Remdesivir Medications Antiviral medicines Hepatitis and other antivirals,1737,TRUE,
medications_antiviral_medicines_nirmatrelvir_ritonavir,Nirmatrelvir-ritonavir,Medications,Antiviral medicines,Hepatitis and other antivirals,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Nirmatrelvir-ritonavir Medications Antiviral medicines Hepatitis and other antivirals,1738,TRUE,
medications_antiviral_medicines_dolutegravir,Dolutegravir,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Dolutegravir Medications Antiviral medicines HIV antiretroviral medicines,1739,TRUE,
medications_antiviral_medicines_bictegravir,Bictegravir,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Bictegravir Medications Antiviral medicines HIV antiretroviral medicines,1740,TRUE,
medications_antiviral_medicines_efavirenz,Efavirenz,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Efavirenz Medications Antiviral medicines HIV antiretroviral medicines,1741,TRUE,
medications_antiviral_medicines_lamivudine,Lamivudine,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Lamivudine Medications Antiviral medicines HIV antiretroviral medicines,1742,TRUE,
medications_antiviral_medicines_emtricitabine,Emtricitabine,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Emtricitabine Medications Antiviral medicines HIV antiretroviral medicines,1743,TRUE,
medications_antiviral_medicines_abacavir,Abacavir,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Abacavir Medications Antiviral medicines HIV antiretroviral medicines,1744,TRUE,
medications_antiviral_medicines_darunavir,Darunavir,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Darunavir Medications Antiviral medicines HIV antiretroviral medicines,1745,TRUE,
medications_antiviral_medicines_ritonavir,Ritonavir,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Ritonavir Medications Antiviral medicines HIV antiretroviral medicines,1746,TRUE,
medications_antiviral_medicines_raltegravir,Raltegravir,Medications,Antiviral medicines,HIV antiretroviral medicines,specific,medications_antiviral_medicines_antiviral_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Raltegravir Medications Antiviral medicines HIV antiretroviral medicines,1747,TRUE,
medications_antifungal_medicines_antifungal_medicine,Antifungal medicine,Medications,Antifungal medicines,General,general,,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Antifungal medicine Medications Antifungal medicines General,1748,TRUE,General option remains selectable when the user does not want to choose a specific item.
medications_antifungal_medicines_fluconazole,Fluconazole,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Fluconazole Medications Antifungal medicines Systemic antifungals,1749,TRUE,
medications_antifungal_medicines_itraconazole,Itraconazole,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Itraconazole Medications Antifungal medicines Systemic antifungals,1750,TRUE,
medications_antifungal_medicines_voriconazole,Voriconazole,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Voriconazole Medications Antifungal medicines Systemic antifungals,1751,TRUE,
medications_antifungal_medicines_posaconazole,Posaconazole,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Posaconazole Medications Antifungal medicines Systemic antifungals,1752,TRUE,
medications_antifungal_medicines_terbinafine,Terbinafine,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Terbinafine Medications Antifungal medicines Systemic antifungals,1753,TRUE,
medications_antifungal_medicines_griseofulvin,Griseofulvin,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Griseofulvin Medications Antifungal medicines Systemic antifungals,1754,TRUE,
medications_antifungal_medicines_amphotericin_b,Amphotericin B,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Amphotericin B Medications Antifungal medicines Systemic antifungals,1755,TRUE,
medications_antifungal_medicines_caspofungin,Caspofungin,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Caspofungin Medications Antifungal medicines Systemic antifungals,1756,TRUE,
medications_antifungal_medicines_micafungin,Micafungin,Medications,Antifungal medicines,Systemic antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Micafungin Medications Antifungal medicines Systemic antifungals,1757,TRUE,
medications_antifungal_medicines_clotrimazole,Clotrimazole,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Clotrimazole Medications Antifungal medicines Topical and local antifungals,1758,TRUE,
medications_antifungal_medicines_miconazole,Miconazole,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Miconazole Medications Antifungal medicines Topical and local antifungals,1759,TRUE,
medications_antifungal_medicines_ketoconazole,Ketoconazole,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Ketoconazole Medications Antifungal medicines Topical and local antifungals,1760,TRUE,
medications_antifungal_medicines_nystatin,Nystatin,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Nystatin Medications Antifungal medicines Topical and local antifungals,1761,TRUE,
medications_antifungal_medicines_econazole,Econazole,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Econazole Medications Antifungal medicines Topical and local antifungals,1762,TRUE,
medications_antifungal_medicines_ciclopirox,Ciclopirox,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Ciclopirox Medications Antifungal medicines Topical and local antifungals,1763,TRUE,
medications_antifungal_medicines_butenafine,Butenafine,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Butenafine Medications Antifungal medicines Topical and local antifungals,1764,TRUE,
medications_antifungal_medicines_tolnaftate,Tolnaftate,Medications,Antifungal medicines,Topical and local antifungals,specific,medications_antifungal_medicines_antifungal_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Tolnaftate Medications Antifungal medicines Topical and local antifungals,1765,TRUE,
medications_stomach_and_acid_medicines_stomach_or_acid_medicine,Stomach or acid medicine,Medications,Stomach and acid medicines,General,general,,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Stomach or acid medicine Medications Stomach and acid medicines General,1766,TRUE,General option remains selectable when the user does not want to choose a specific item.
medications_stomach_and_acid_medicines_omeprazole,Omeprazole,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Omeprazole Medications Stomach and acid medicines Acid reducers,1767,TRUE,
medications_stomach_and_acid_medicines_esomeprazole,Esomeprazole,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Esomeprazole Medications Stomach and acid medicines Acid reducers,1768,TRUE,
medications_stomach_and_acid_medicines_lansoprazole,Lansoprazole,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Lansoprazole Medications Stomach and acid medicines Acid reducers,1769,TRUE,
medications_stomach_and_acid_medicines_pantoprazole,Pantoprazole,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Pantoprazole Medications Stomach and acid medicines Acid reducers,1770,TRUE,
medications_stomach_and_acid_medicines_rabeprazole,Rabeprazole,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Rabeprazole Medications Stomach and acid medicines Acid reducers,1771,TRUE,
medications_stomach_and_acid_medicines_famotidine,Famotidine,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Famotidine Medications Stomach and acid medicines Acid reducers,1772,TRUE,
medications_stomach_and_acid_medicines_cimetidine,Cimetidine,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Cimetidine Medications Stomach and acid medicines Acid reducers,1773,TRUE,
medications_stomach_and_acid_medicines_nizatidine,Nizatidine,Medications,Stomach and acid medicines,Acid reducers,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Nizatidine Medications Stomach and acid medicines Acid reducers,1774,TRUE,
medications_stomach_and_acid_medicines_calcium_carbonate_antacid,Calcium carbonate antacid,Medications,Stomach and acid medicines,Antacids and protectants,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Calcium carbonate antacid Medications Stomach and acid medicines Antacids and protectants,1775,TRUE,
medications_stomach_and_acid_medicines_magnesium_hydroxide_antacid,Magnesium hydroxide antacid,Medications,Stomach and acid medicines,Antacids and protectants,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Magnesium hydroxide antacid Medications Stomach and acid medicines Antacids and protectants,1776,TRUE,
medications_stomach_and_acid_medicines_aluminum_hydroxide_antacid,Aluminum hydroxide antacid,Medications,Stomach and acid medicines,Antacids and protectants,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Aluminum hydroxide antacid Medications Stomach and acid medicines Antacids and protectants,1777,TRUE,
medications_stomach_and_acid_medicines_sodium_bicarbonate_antacid,Sodium bicarbonate antacid,Medications,Stomach and acid medicines,Antacids and protectants,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Sodium bicarbonate antacid Medications Stomach and acid medicines Antacids and protectants,1778,TRUE,
medications_stomach_and_acid_medicines_alginate_antacid,Alginate antacid,Medications,Stomach and acid medicines,Antacids and protectants,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Alginate antacid Medications Stomach and acid medicines Antacids and protectants,1779,TRUE,
medications_stomach_and_acid_medicines_sucralfate,Sucralfate,Medications,Stomach and acid medicines,Antacids and protectants,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Sucralfate Medications Stomach and acid medicines Antacids and protectants,1780,TRUE,
medications_stomach_and_acid_medicines_bismuth_subsalicylate,Bismuth subsalicylate,Medications,Stomach and acid medicines,Antacids and protectants,specific,medications_stomach_and_acid_medicines_stomach_or_acid_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Bismuth subsalicylate Medications Stomach and acid medicines Antacids and protectants,1781,TRUE,
medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,Nausea or vomiting medicine,Medications,Nausea and vomiting medicines,General,general,,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Nausea or vomiting medicine Medications Nausea and vomiting medicines General,1782,TRUE,General option remains selectable when the user does not want to choose a specific item.
medications_nausea_and_vomiting_medicines_ondansetron,Ondansetron,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Ondansetron Medications Nausea and vomiting medicines Antiemetics,1783,TRUE,
medications_nausea_and_vomiting_medicines_metoclopramide,Metoclopramide,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Metoclopramide Medications Nausea and vomiting medicines Antiemetics,1784,TRUE,
medications_nausea_and_vomiting_medicines_domperidone,Domperidone,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Domperidone Medications Nausea and vomiting medicines Antiemetics,1785,TRUE,
medications_nausea_and_vomiting_medicines_prochlorperazine,Prochlorperazine,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Prochlorperazine Medications Nausea and vomiting medicines Antiemetics,1786,TRUE,
medications_nausea_and_vomiting_medicines_cyclizine,Cyclizine,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Cyclizine Medications Nausea and vomiting medicines Antiemetics,1787,TRUE,
medications_nausea_and_vomiting_medicines_meclizine,Meclizine,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Meclizine Medications Nausea and vomiting medicines Antiemetics,1788,TRUE,
medications_nausea_and_vomiting_medicines_dimenhydrinate,Dimenhydrinate,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Dimenhydrinate Medications Nausea and vomiting medicines Antiemetics,1789,TRUE,
medications_nausea_and_vomiting_medicines_granisetron,Granisetron,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Granisetron Medications Nausea and vomiting medicines Antiemetics,1790,TRUE,
medications_nausea_and_vomiting_medicines_aprepitant,Aprepitant,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Aprepitant Medications Nausea and vomiting medicines Antiemetics,1791,TRUE,
medications_nausea_and_vomiting_medicines_scopolamine_patch,Scopolamine patch,Medications,Nausea and vomiting medicines,Antiemetics,specific,medications_nausea_and_vomiting_medicines_nausea_or_vomiting_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Scopolamine patch Medications Nausea and vomiting medicines Antiemetics,1792,TRUE,
medications_diarrhea_and_bowel_medicines_diarrhea_or_bowel_medicine,Diarrhea or bowel medicine,Medications,Diarrhea and bowel medicines,General,general,,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Diarrhea or bowel medicine Medications Diarrhea and bowel medicines General,1793,TRUE,General option remains selectable when the user does not want to choose a specific item.
medications_diarrhea_and_bowel_medicines_loperamide,Loperamide,Medications,Diarrhea and bowel medicines,Diarrhea treatments,specific,medications_diarrhea_and_bowel_medicines_diarrhea_or_bowel_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Loperamide Medications Diarrhea and bowel medicines Diarrhea treatments,1794,TRUE,
medications_diarrhea_and_bowel_medicines_diphenoxylate_atropine,Diphenoxylate-atropine,Medications,Diarrhea and bowel medicines,Diarrhea treatments,specific,medications_diarrhea_and_bowel_medicines_diarrhea_or_bowel_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Diphenoxylate-atropine Medications Diarrhea and bowel medicines Diarrhea treatments,1795,TRUE,
medications_diarrhea_and_bowel_medicines_racecadotril,Racecadotril,Medications,Diarrhea and bowel medicines,Diarrhea treatments,specific,medications_diarrhea_and_bowel_medicines_diarrhea_or_bowel_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Racecadotril Medications Diarrhea and bowel medicines Diarrhea treatments,1796,TRUE,
medications_diarrhea_and_bowel_medicines_oral_rehydration_salts,Oral rehydration salts,Medications,Diarrhea and bowel medicines,Diarrhea treatments,specific,medications_diarrhea_and_bowel_medicines_diarrhea_or_bowel_medicine,TRUE,,dose,dose|tablet|capsule|mg|g|ml|drop|puff|spray|patch|sachet|suppository|injection|unit,TRUE,Oral rehydration salts Medications Diarrhea and bowel medicines Diarrhea treatments,1797,TRUE,
